"","PWGTP","AGEP","PUMA","ENG_label","LANP_label"
"9459",4,64,"00301","Very well","Spanish"
"9460",16,64,"00200","Not well","Ilocano"
"9461",22,42,"00200","Very well","Ilocano"
"9462",14,31,"00200","Well","Ilocano"
"9463",6,77,"00200","Very well","Hawaiian"
"9464",10,67,"00306","Well","Ilocano"
"9465",16,37,"00306","Very well","Filipino"
"9466",18,39,"00306","Very well","Filipino"
"9467",3,66,"00200","Well","Other English-based Creole languages"
"9468",4,77,"00200","Well","Other English-based Creole languages"
"9469",5,19,"00200","Well","Other English-based Creole languages"
"9470",4,16,"00200","Well","Other English-based Creole languages"
"9471",25,80,"00305","Not well","Chinese"
"9472",34,7,"00305","Well","Chinese"
"9473",33,39,"00305","Very well","Ilocano"
"9474",6,61,"00100","Very well","Chinese"
"9475",5,74,"00304","Well","Ilocano"
"9476",14,78,"00305","Not at all","Cantonese"
"9477",13,70,"00305","Not at all","Cantonese"
"9478",5,29,"00305","Very well","Hawaiian"
"9479",9,38,"00304","Very well","Thai"
"9480",8,49,"00304","Very well","Swedish"
"9481",11,5,"00304","Very well","Swedish"
"9482",13,63,"00305","Not well","Tagalog"
"9483",16,56,"00306","Very well","Chinese"
"9484",17,57,"00306","Very well","Chinese"
"9485",13,60,"00306","Very well","Japanese"
"9486",22,30,"00306","Very well","Japanese"
"9487",20,39,"00307","Very well","Tagalog"
"9488",19,36,"00307","Well","Ilocano"
"9489",21,30,"00307","Very well","Tagalog"
"9490",12,89,"00304","Not well","Japanese"
"9491",16,61,"00304","Very well","Japanese"
"9492",53,39,"00100","Very well","German"
"9493",76,37,"00100","Very well","German"
"9494",4,82,"00100","Not well","Ilocano"
"9495",16,44,"00308","Well","Tagalog"
"9496",18,49,"00308","Well","Tagalog"
"9497",16,18,"00308","Very well","Tagalog"
"9498",22,26,"00100","Very well","Japanese"
"9499",6,45,"00200","Very well","Other English-based Creole languages"
"9500",9,40,"00200","Well","Other English-based Creole languages"
"9501",7,13,"00200","Very well","Other English-based Creole languages"
"9502",23,29,"00304","Not at all","Japanese"
"9503",18,54,"00305","Well","Tagalog"
"9504",19,41,"00305","Well","Tagalog"
"9505",24,50,"00305","Well","Tagalog"
"9506",24,51,"00305","Well","Tagalog"
"9507",23,47,"00305","Very well","Tagalog"
"9508",31,42,"00305","Well","Tagalog"
"9509",26,27,"00305","Not well","Tagalog"
"9510",26,26,"00305","Well","Tagalog"
"9511",24,39,"00305","Very well","Ilocano"
"9512",32,38,"00305","Very well","Ilocano"
"9513",22,77,"00305","Well","Ilocano"
"9514",15,86,"00303","Very well","Japanese"
"9515",23,35,"00304","Very well","Japanese"
"9516",25,36,"00304","Very well","Japanese"
"9517",14,84,"00305","Not well","Tagalog"
"9518",18,67,"00305","Very well","Tagalog"
"9519",15,67,"00305","Very well","Cebuano"
"9520",14,66,"00200","Well","Other Eastern Malayo-Polynesian languages"
"9521",14,32,"00200","Very well","Other English-based Creole languages"
"9522",29,65,"00307","Not well","Ilocano"
"9523",31,45,"00307","Very well","Ilocano"
"9524",36,27,"00307","Very well","Ilocano"
"9525",37,6,"00307","Very well","Ilocano"
"9526",37,25,"00307","Very well","Ilocano"
"9527",31,70,"00307","Well","Filipino"
"9528",7,56,"00100","Very well","Hawaiian"
"9529",47,58,"00200","Well","Other English-based Creole languages"
"9530",76,33,"00200","Well","Other English-based Creole languages"
"9531",63,18,"00200","Well","Other English-based Creole languages"
"9532",7,69,"00305","Well","Ilocano"
"9533",9,74,"00305","Well","Ilocano"
"9534",11,36,"00305","Well","Ilocano"
"9535",7,55,"00305","Well","Samoan"
"9536",11,81,"00305","Well","Samoan"
"9537",9,13,"00305","Well","Samoan"
"9538",10,7,"00305","Well","Samoan"
"9539",9,44,"00305","Well","Samoan"
"9540",8,24,"00305","Well","Samoan"
"9541",11,75,"00307","Well","Ilocano"
"9542",12,46,"00307","Well","Ilocano"
"9543",12,38,"00304","Very well","Japanese"
"9544",17,39,"00304","Very well","Croatian"
"9545",59,36,"00100","Very well","Spanish"
"9546",28,46,"00100","Very well","Spanish"
"9547",55,5,"00100","Very well","Spanish"
"9548",68,74,"00307","Very well","Japanese"
"9549",68,71,"00307","Very well","Japanese"
"9550",13,68,"00100","Well","Korean"
"9551",2,53,"00200","Very well","Hawaiian"
"9552",25,67,"00200","Very well","German"
"9553",23,73,"00307","Very well","Tagalog"
"9554",19,44,"00307","Very well","Tagalog"
"9555",19,44,"00307","Very well","Tagalog"
"9556",3,50,"00200","Very well","Hawaiian"
"9557",21,39,"00100","Very well","Serbian"
"9558",6,74,"00100","Very well","Spanish"
"9559",14,78,"00304","Very well","Swedish"
"9560",3,66,"00100","Very well","Hawaiian"
"9561",4,40,"00100","Very well","Hawaiian"
"9562",3,32,"00100","Very well","Hawaiian"
"9563",2,11,"00100","Very well","Hawaiian"
"9564",5,40,"00100","Very well","Hawaiian"
"9565",21,51,"00301","Very well","Samoan"
"9566",4,63,"00200","Very well","Hawaiian"
"9567",2,17,"00200","Very well","Hawaiian"
"9568",17,30,"00304","Very well","Hawaiian"
"9569",17,30,"00304","Very well","Marshallese"
"9570",24,10,"00304","Very well","Hawaiian"
"9571",24,5,"00304","Very well","Hawaiian"
"9572",7,58,"00307","Well","Japanese"
"9573",13,84,"00307","Very well","Japanese"
"9574",13,60,"00307","Very well","Japanese"
"9575",11,65,"00307","Very well","Japanese"
"9576",18,51,"00302","Very well","Hawaiian"
"9577",16,59,"00304","Well","Lao"
"9578",14,76,"00303","Well","Min Nan Chinese"
"9579",16,79,"00303","Very well","Min Nan Chinese"
"9580",11,22,"00308","Very well","Hawaiian"
"9581",6,42,"00200","Very well","Other English-based Creole languages"
"9582",7,44,"00200","Very well","Other English-based Creole languages"
"9583",5,16,"00200","Very well","Other English-based Creole languages"
"9584",6,13,"00200","Very well","Other English-based Creole languages"
"9585",5,10,"00200","Very well","Other English-based Creole languages"
"9586",8,9,"00200","Very well","Other English-based Creole languages"
"9587",6,6,"00200","Well","Other English-based Creole languages"
"9588",6,31,"00200","Very well","Hawaiian"
"9589",5,17,"00200","Very well","French"
"9590",40,19,"00301","Very well","Hawaiian"
"9591",17,60,"00306","Well","Filipino"
"9592",16,58,"00306","Not well","Filipino"
"9593",32,28,"00306","Very well","Filipino"
"9594",10,21,"00302","Not well","Spanish"
"9595",8,45,"00301","Very well","Other and unspecified languages"
"9596",5,5,"00301","Very well","Samoan"
"9597",3,64,"00301","Very well","Samoan"
"9598",22,69,"00304","Well","Cantonese"
"9599",12,42,"00303","Very well","Spanish"
"9600",11,43,"00303","Very well","Spanish"
"9601",14,9,"00303","Very well","Spanish"
"9602",13,7,"00303","Very well","Spanish"
"9603",11,65,"00305","Not well","Korean"
"9604",17,44,"00305","Very well","Korean"
"9605",23,41,"00305","Well","Korean"
"9606",18,12,"00305","Very well","Korean"
"9607",18,11,"00305","Very well","Korean"
"9608",17,46,"00305","Very well","Korean"
"9609",22,59,"00200","Very well","Hawaiian"
"9610",13,56,"00200","Very well","Hawaiian"
"9611",24,6,"00200","Very well","Hawaiian"
"9612",53,95,"00306","Well","Japanese"
"9613",16,46,"00100","Very well","Japanese"
"9614",18,48,"00200","Very well","Hawaiian"
"9615",16,16,"00200","Very well","Hawaiian"
"9616",19,13,"00200","Very well","Hawaiian"
"9617",27,57,"00100","Well","Ilocano"
"9618",28,63,"00100","Very well","French"
"9619",17,83,"00303","Not well","Vietnamese"
"9620",16,59,"00307","Very well","Hawaiian"
"9621",14,27,"00305","Very well","German"
"9622",26,60,"00100","Well","Ilocano"
"9623",22,60,"00100","Well","Ilocano"
"9624",30,87,"00100","Not well","Ilocano"
"9625",31,82,"00100","Not well","Ilocano"
"9626",32,33,"00302","Very well","Japanese"
"9627",25,25,"00100","Very well","Ilocano"
"9628",27,22,"00100","Very well","Ilocano"
"9629",39,62,"00100","Very well","Ilocano"
"9630",44,55,"00100","Well","Ilocano"
"9631",47,33,"00100","Very well","Ilocano"
"9632",48,28,"00100","Very well","Ilocano"
"9633",13,34,"00308","Very well","Ilocano"
"9634",13,74,"00305","Not well","Chinese"
"9635",11,66,"00305","Not well","Chinese"
"9636",28,33,"00302","Very well","Spanish"
"9637",17,33,"00302","Very well","Spanish"
"9638",94,59,"00304","Well","Korean"
"9639",97,62,"00304","Not well","Korean"
"9640",11,79,"00305","Not well","Chinese"
"9641",65,46,"00307","Very well","Ilocano"
"9642",67,17,"00307","Very well","Japanese"
"9643",50,76,"00307","Not well","Ilocano"
"9644",48,72,"00307","Not well","Ilocano"
"9645",20,86,"00304","Very well","Italian"
"9646",26,43,"00100","Very well","Hawaiian"
"9647",18,9,"00100","Very well","Hawaiian"
"9648",77,54,"00306","Well","Tagalog"
"9649",95,49,"00306","Well","Tagalog"
"9650",120,20,"00306","Very well","Tagalog"
"9651",125,16,"00306","Very well","Tagalog"
"9652",5,42,"00200","Very well","Other English-based Creole languages"
"9653",5,19,"00200","Very well","Other English-based Creole languages"
"9654",5,19,"00200","Very well","Other English-based Creole languages"
"9655",25,61,"00304","Not well","Japanese"
"9656",24,56,"00303","Very well","Korean"
"9657",12,28,"00306","Very well","Filipino"
"9658",15,72,"00306","Very well","Filipino"
"9659",36,31,"00301","Very well","Spanish"
"9660",55,32,"00301","Very well","Spanish"
"9661",7,41,"00200","Well","Tagalog"
"9662",4,67,"00200","Well","Tagalog"
"9663",4,66,"00200","Well","Tagalog"
"9664",25,28,"00304","Well","Other Eastern Malayo-Polynesian languages"
"9665",21,31,"00100","Very well","Hawaiian"
"9666",19,40,"00302","Very well","Japanese"
"9667",21,67,"00302","Not well","Japanese"
"9668",21,58,"00302","Not well","Japanese"
"9669",31,42,"00304","Well","Japanese"
"9670",27,42,"00100","Very well","Cebuano"
"9671",19,28,"00306","Very well","Lao"
"9672",23,26,"00306","Very well","Lao"
"9673",15,61,"00306","Not well","Lao"
"9674",7,70,"00306","Well","Spanish"
"9675",6,68,"00306","Very well","Spanish"
"9676",13,90,"00305","Not well","Cantonese"
"9677",12,78,"00305","Well","Cantonese"
"9678",13,54,"00303","Very well","Japanese"
"9679",14,30,"00305","Well","Chinese"
"9680",17,33,"00305","Well","Chinese"
"9681",15,65,"00305","Not at all","Chinese"
"9682",16,63,"00305","Not well","Chinese"
"9683",17,22,"00305","Well","Chinese"
"9684",16,50,"00305","Well","Cantonese"
"9685",22,28,"00305","Well","Cantonese"
"9686",49,34,"00307","Well","Tagalog"
"9687",49,35,"00307","Well","Tagalog"
"9688",16,62,"00305","Not well","Cebuano"
"9689",15,40,"00307","Very well","Other English-based Creole languages"
"9690",25,92,"00304","Not at all","Japanese"
"9691",50,73,"00304","Very well","Tagalog"
"9692",10,27,"00301","Very well","Hawaiian"
"9693",16,25,"00200","Very well","Chuukese"
"9694",17,24,"00200","Well","Chuukese"
"9695",13,95,"00305","Well","Chinese"
"9696",121,36,"00304","Not well","Japanese"
"9697",131,9,"00304","Well","Japanese"
"9698",14,62,"00307","Well","Ilocano"
"9699",15,45,"00307","Well","Ilocano"
"9700",17,80,"00307","Not well","Ilocano"
"9701",17,31,"00305","Well","Korean"
"9702",26,58,"00200","Very well","Armenian"
"9703",23,58,"00200","Very well","Russian"
"9704",11,69,"00200","Very well","Japanese"
"9705",22,45,"00200","Very well","French"
"9706",28,38,"00200","Very well","Spanish"
"9707",6,64,"00100","Very well","Japanese"
"9708",12,68,"00305","Very well","Vietnamese"
"9709",10,67,"00305","Not well","Vietnamese"
"9710",14,56,"00100","Very well","Japanese"
"9711",34,39,"00306","Well","Japanese"
"9712",28,7,"00306","Very well","Japanese"
"9713",13,56,"00305","Not well","Korean"
"9714",15,75,"00304","Not well","Korean"
"9715",7,43,"00100","Well","Ilocano"
"9716",9,48,"00100","Not well","Ilocano"
"9717",7,75,"00100","Not well","Ilocano"
"9718",4,82,"00308","Very well","Hawaiian"
"9719",4,82,"00308","Very well","Hawaiian"
"9720",4,54,"00308","Not well","Hawaiian"
"9721",47,39,"00100","Not well","Vietnamese"
"9722",59,13,"00100","Very well","Vietnamese"
"9723",87,7,"00100","Very well","Vietnamese"
"9724",57,65,"00100","Not at all","Vietnamese"
"9725",28,76,"00304","Very well","Hawaiian"
"9726",23,70,"00304","Very well","Hawaiian"
"9727",4,70,"00305","Well","Tagalog"
"9728",17,23,"00304","Well","Mongolian"
"9729",8,33,"00306","Very well","Filipino"
"9730",15,33,"00307","Well","Samoan"
"9731",4,22,"00301","Well","Tongan"
"9732",2,86,"00306","Not at all","Cantonese"
"9733",2,27,"00305","Not at all","Other Eastern Malayo-Polynesian languages"
"9734",24,45,"00200","Well","Marshallese"
"9735",16,29,"00305","Very well","Samoan"
"9736",11,20,"00302","Very well","Tagalog"
"9737",9,46,"00305","Well","Other Eastern Malayo-Polynesian languages"
"9738",6,22,"00301","Very well","Mandarin"
"9739",1,42,"00100","Very well","Marshallese"
"9740",1,24,"00301","Well","Filipino"
"9741",2,71,"00200","Very well","Tagalog"
"9742",13,91,"00305","Not at all","Japanese"
"9743",1,85,"00200","Well","Hawaiian"
"9744",4,23,"00306","Well","Spanish"
"9745",1,56,"00305","Very well","Filipino"
"9746",12,49,"00306","Very well","Armenian"
"9747",12,33,"00305","Well","Other Eastern Malayo-Polynesian languages"
"9748",1,71,"00306","Very well","Tagalog"
"9749",16,64,"00200","Very well","Vietnamese"
"9750",9,45,"00302","Well","Hawaiian"
"9751",7,20,"00307","Well","Japanese"
"9752",15,22,"00306","Very well","Spanish"
"9753",14,25,"00306","Very well","Spanish"
"9754",1,25,"00301","Very well","Indonesian"
"9755",1,96,"00306","Well","Japanese"
"9756",8,19,"00304","Well","Chinese"
"9757",4,45,"00305","Well","Hawaiian"
"9758",3,58,"00304","Very well","Japanese"
"9759",1,96,"00200","Well","Japanese"
"9760",6,22,"00301","Well","Filipino"
"9761",20,20,"00304","Very well","Tagalog"
"9762",8,78,"00304","Not well","Cantonese"
"9763",7,31,"00306","Well","Samoan"
"9764",2,85,"00304","Very well","Japanese"
"9765",6,20,"00306","Well","Japanese"
"9766",2,81,"00304","Well","Japanese"
"9767",6,21,"00301","Very well","Croatian"
"9768",16,23,"00304","Well","Filipino"
"9769",1,96,"00200","Well","Japanese"
"9770",8,30,"00100","Well","Filipino"
"9771",5,21,"00306","Not well","Spanish"
"9772",1,63,"00307","Well","Korean"
"9773",14,20,"00302","Well","Japanese"
"9774",17,23,"00301","Well","Filipino"
"9775",4,25,"00301","Well","Other Eastern Malayo-Polynesian languages"
"9776",9,92,"00200","Well","Japanese"
"9777",15,26,"00306","Very well","Haitian"
"9778",2,78,"00306","Not well","Cantonese"
"9779",17,23,"00301","Well","Mongolian"
"9780",4,63,"00308","Well","Korean"
"9781",4,19,"00301","Well","Tongan"
"9782",19,24,"00304","Very well","Chinese"
"9783",4,44,"00302","Well","Other Eastern Malayo-Polynesian languages"
"9784",1,24,"00302","Well","Japanese"
"9785",28,44,"00301","Well","Other Eastern Malayo-Polynesian languages"
"9786",7,22,"00302","Very well","Spanish"
"9787",1,23,"00301","Well","Filipino"
"9788",3,50,"00302","Very well","Hawaiian"
"9789",1,96,"00306","Very well","Japanese"
"9790",12,86,"00302","Well","Japanese"
"9791",2,45,"00200","Well","Marshallese"
"9792",1,43,"00305","Very well","Hawaiian"
"9793",5,20,"00301","Very well","Spanish"
"9794",14,24,"00306","Well","Japanese"
"9795",10,27,"00301","Well","French"
"9796",2,26,"00200","Well","Samoan"
"9797",5,42,"00100","Very well","Marshallese"
"9798",12,50,"00305","Very well","Hawaiian"
"9799",1,70,"00306","Well","Tagalog"
"9800",19,27,"00304","Well","Russian"
"9801",4,96,"00200","Well","Japanese"
"9802",26,16,"00301","Well","Other Eastern Malayo-Polynesian languages"
"9803",3,27,"00304","Well","Russian"
"9804",11,19,"00302","Very well","Haitian"
"9805",13,58,"00305","Very well","Japanese"
"9806",2,17,"00307","Very well","Other Eastern Malayo-Polynesian languages"
"9807",14,22,"00302","Very well","Spanish"
"9808",1,92,"00200","Well","Japanese"
"9809",11,45,"00100","Well","Hawaiian"
"9810",11,85,"00200","Well","Hawaiian"
"9811",10,85,"00100","Well","Japanese"
"9812",15,25,"00200","Very well","Indonesian"
"9813",14,17,"00305","Very well","Other Eastern Malayo-Polynesian languages"
"9814",6,71,"00306","Very well","Tagalog"
"9815",4,21,"00302","Very well","Spanish"
"9816",5,81,"00302","Well","Japanese"
"9817",6,23,"00301","Well","Mandarin"
"9818",1,91,"00200","Not at all","Japanese"
"9819",5,45,"00303","Well","Hawaiian"
"9820",7,33,"00306","Well","Samoan"
"9821",19,21,"00301","Not well","Spanish"
"9822",2,86,"00305","Not well","Ilocano"
"9823",2,85,"00200","Well","Hawaiian"
"9824",7,22,"00301","Very well","Spanish"
"9825",2,35,"00200","Very well","Hawaiian"
"9826",18,19,"00200","Well","Chinese"
"9827",14,18,"00306","Very well","Spanish"
"9828",18,19,"00301","Well","Chinese"
"9829",15,20,"00301","Well","Japanese"
"9830",24,24,"00301","Very well","Chinese"
"9831",6,23,"00100","Very well","Filipino"
"9832",13,23,"00306","Well","Korean"
"9833",17,23,"00304","Well","Mongolian"
"9834",1,36,"00305","Well","Samoan"
"9835",20,71,"00305","Very well","Tagalog"
"9836",2,45,"00200","Well","Marshallese"
"9837",10,60,"00100","Not well","Ilocano"
"9838",13,31,"00200","Very well","Filipino"
"9839",14,41,"00306","Not well","Spanish"
"9840",13,19,"00302","Very well","Haitian"
"9841",15,22,"00301","Very well","Mandarin"
"9842",21,23,"00301","Well","Mandarin"
"9843",6,18,"00302","Very well","Spanish"
"9844",1,92,"00200","Well","Japanese"
"9845",2,96,"00302","Very well","Japanese"
"9846",14,20,"00200","Very well","Samoan"
"9847",1,96,"00306","Very well","Japanese"
"9848",11,96,"00303","Very well","Japanese"
"9849",1,96,"00308","Well","Japanese"
"9850",12,21,"00301","Very well","Spanish"
"9851",11,19,"00302","Well","Spanish"
"9852",3,18,"00302","Very well","Spanish"
"9853",2,96,"00306","Very well","Japanese"
"9854",7,71,"00200","Very well","Tagalog"
"9855",8,18,"00306","Well","French"
"9856",17,26,"00200","Well","Samoan"
"9857",10,63,"00308","Well","Korean"
"9858",7,42,"00100","Very well","Marshallese"
"9859",5,75,"00305","Very well","Japanese"
"9860",14,20,"00306","Very well","Spanish"
"9861",19,23,"00302","Well","Spanish"
"9862",6,23,"00301","Well","Korean"
"9863",19,19,"00304","Well","Tongan"
"9864",10,60,"00302","Not well","Ilocano"
"9865",1,86,"00100","Not well","Ilocano"
"9866",2,86,"00305","Not well","Ilocano"
"9867",10,27,"00305","Not at all","Other Eastern Malayo-Polynesian languages"
"9868",17,24,"00304","Very well","Chinese"
"9869",16,30,"00305","Well","Filipino"
"9870",1,71,"00302","Very well","Tagalog"
"9871",17,26,"00304","Well","Tongan"
"9872",17,69,"00305","Very well","Samoan"
"9873",20,20,"00304","Very well","Tagalog"
"9874",4,63,"00308","Well","Korean"
"9875",3,17,"00302","Well","Spanish"
"9876",5,23,"00301","Well","Filipino"
"9877",3,44,"00302","Well","Other Eastern Malayo-Polynesian languages"
"9878",8,19,"00304","Well","Filipino"
"9879",5,22,"00306","Well","French"
"9880",12,24,"00306","Well","Japanese"
"9881",7,76,"00307","Not well","Korean"
"9882",12,19,"00304","Very well","Spanish"
"9883",10,86,"00308","Not well","Ilocano"
"9884",3,71,"00305","Well","Ilocano"
"9885",9,71,"00305","Very well","Tagalog"
"9886",20,23,"00301","Well","Mandarin"
"9887",10,86,"00307","Not at all","Cantonese"
"9888",2,29,"00305","Very well","Samoan"
"9889",6,69,"00305","Very well","Samoan"
"9890",9,20,"00304","Very well","Tagalog"
"9891",11,38,"00301","Very well","Chuukese"
"9892",2,27,"00305","Well","French"
"9893",15,59,"00306","Well","Tagalog"
"9894",5,20,"00301","Very well","Samoan"
"9895",13,24,"00301","Well","Japanese"
"9896",5,76,"00100","Not well","Korean"
"9897",3,81,"00305","Well","Japanese"
"9898",8,54,"00308","Not well","Korean"
"9899",19,23,"00304","Well","Mandarin"
"9900",1,96,"00306","Well","Japanese"
"9901",5,75,"00307","Very well","Japanese"
"9902",5,81,"00307","Well","Japanese"
"9903",16,23,"00304","Well","Filipino"
"9904",3,57,"00301","Very well","Vietnamese"
"9905",4,28,"00301","Very well","Other English-based Creole languages"
"9906",11,26,"00305","Not well","Other Eastern Malayo-Polynesian languages"
"9907",7,19,"00302","Well","French"
"9908",3,17,"00304","Very well","Other Eastern Malayo-Polynesian languages"
